index,True_False_Ratio,hour_per_day,positive,negative,cases_per_100000,state_OR,is_claim,price_alt,is_delivery,is_pickup,updated_review_count,updated_rating,is_open_api
4221,0.375,10,0.048235294,0.015294118,8937.6,1,1,1,1,1,120,3,1
4222,0.291666667,7.833333333,0.045146727,0.009029345,5337.742327,0,1,1,1,0,80,4.5,1
4223,0.555555556,8.833333333,0.045112782,0.009189641,12351.68185,0,1,2,0,0,34,4.5,1
4224,0.451612903,10.28571429,0.067713445,0.019627085,10495.02262,0,1,2,1,0,147,3.5,0
4225,1,24,0.038547072,0.032616753,10415.9,1,1,1,0,0,71,2,1
4226,0.291666667,11.28571429,0.018145161,0.030241935,4358.2,1,1,2,1,0,38,2.5,1
4227,0.5,12,0.045876289,0.013917526,10200.58902,0,1,1.78,0,0,45,4.5,1
4228,0.290322581,12.41666667,0.069411765,0.018823529,9026.812652,0,1,1,1,0,89,4.5,1
4229,0.470588235,11.5,0.044933229,0.01351139,5268.4,1,1,2,1,1,226,3.5,1
4230,0.28,9.333333333,0.041860465,0.01627907,8968.74973,0,1,1,0,0,64,3.5,1
4231,0.1875,16,0.023868498,0.022067102,14571.16217,0,1,1,1,0,61,2.5,1
4232,0.387096774,4.5,0.050867508,0.014589905,4648.728201,0,1,1.78,1,1,119,4,1
4233,0.666666667,7.214285714,0.042432815,0.016265912,6824.775966,0,1,1.78,0,0,128,4.5,1
4234,0.24137931,9.142857143,0.06824147,0.023622047,12351.68185,0,1,1.78,1,1,26,4,1
4235,0.677419355,15,0.043769855,0.019767031,12351.68185,0,1,2,1,1,176,3.5,0
4236,0.388888889,11.85714286,0.03754773,0.026516759,10488.65209,0,1,2,0,0,180,3,1
4237,0,24,0.027335536,0.01772304,25973.54281,0,1,1.78,0,0,28,3,1
4238,1,11.42857143,0.052173913,0.014492754,11076.20134,0,1,1.78,0,0,45,4,1
4239,0.285714286,12,0.037569061,0.016574586,4876,1,1,1,1,0,189,4,1
4240,0.636363636,14,0.067822155,0.020346647,5110.7,1,0,1,1,0,210,4,1
4241,0.236842105,4.642857143,0.052181736,0.013045434,12351.68185,0,1,1.78,1,0,697,4,1
4242,1,13.33333333,0.059782609,0.004347826,8678.216679,0,1,1.78,0,0,38,5,1
4243,0,9,0.016880486,0.012829169,12505.71019,0,1,1.78,0,0,33,3,1
4244,0.5,8,0.028101582,0.026019983,4358.2,1,1,1.78,0,0,52,2.5,1
4245,0,10,0.056162246,0.012480499,6634,1,1,1.78,0,0,14,4.5,1
4246,0.375,9,0.03569497,0.022714981,5268.4,1,1,2,0,0,42,4,1
4247,0.555555556,5.3,0.065052232,0.009021842,6135.892307,0,1,2,1,1,362,4.5,1
4248,0.363636364,14.5,0.056779978,0.016809862,12351.68185,0,1,1,1,1,214,3.5,1
4249,0.4375,11.85714286,0.037841626,0.025227751,9930.8,1,1,2,1,1,120,3.5,1
4250,0.555555556,8.285714286,0.042763158,0.029605263,6824.775966,0,1,1.78,0,0,132,4,1
4251,0.457142857,10.42857143,0.049074819,0.015285599,6529.1,1,1,1,1,1,161,3,1
4252,0.36,11.78571429,0.04766609,0.016300321,9026.812652,0,1,2,1,0,143,4,1
4253,0.346153846,10.71428571,0.035460993,0.007092199,13611.53045,0,1,1,1,0,66,3.5,1
4254,1,9,0.030619112,0.020188425,8937.6,1,1,1.78,0,0,91,3,1
4255,0.365853659,5.2,0.072653885,0.016145308,9108.4,1,1,2,1,1,186,4.5,1
4256,0.4,7.357142857,0.055070517,0.016789792,9348.770421,0,1,1,1,1,156,4,1
4257,0.375,10.14285714,0.061423464,0.013324667,9348.770421,0,1,1.78,1,1,62,4.5,1
4258,0.375,8,0.074285714,0.009285714,5971.1,1,1,2,0,0,254,4.5,1
4259,0.25,12.85714286,0.044847838,0.023491725,7575.063249,0,1,1.78,0,0,31,3,1
4260,0.25,9.857142857,0.046214356,0.012782694,9930.8,1,0,2,0,0,82,3.5,1
4261,0.25,13,0.075498575,0.011396011,8663.8,1,1,2,1,0,72,3,1
4262,0,9.857142857,0.03169907,0.022823331,6824.775966,0,1,1.78,0,0,64,2.5,1
4263,1,24,0.050400916,0.011454754,4855.3,1,1,2,0,0,58,3.5,1
4264,0.2,10.33333333,0.062937063,0.017482517,12351.68185,0,1,1.78,0,0,27,3.5,1
4265,0.2,10.71428571,0.036569987,0.01261034,5751.6,1,0,1.78,0,0,9,3,1
4266,0.5,24,0.019485038,0.032011134,0,0,1,1.78,0,0,52,1.5,1
4267,0.4,8.571428571,0.050310131,0.016540317,11111.30535,0,1,2,0,0,58,4.5,1
4268,0.470588235,9,0.065481002,0.009700889,4019.4,1,1,1.78,1,0,19,5,1
4269,0.545454545,18,0.024719101,0.031460674,8730.3,1,1,2,0,0,30,2.5,1
4270,0.285714286,9,0.02543235,0.02034588,10515.1,1,1,1.78,0,0,53,2.5,1
4271,0.375,11,0.047268908,0.017857143,10415.9,1,1,2,1,1,93,3.5,1
4272,0.464285714,8.785714286,0.038337764,0.020148314,10488.65209,0,1,2,1,0,215,2.5,1
4273,0.333333333,12,0.045685279,0.021996616,8935.614045,0,1,1,0,0,42,3,1
4274,1,7.083333333,0.056701031,0,12351.68185,0,1,1.78,0,0,12,5,1
4275,0.266666667,9.714285714,0.04062653,0.021536955,7417.783378,0,1,2,1,1,113,3,1
4276,0.285714286,24,0.037217545,0.019494905,11419.27286,0,1,2,1,0,88,4.5,0
4277,0.578947368,11.85714286,0.066473988,0.007225434,12033.07723,0,1,1.78,1,1,37,4.5,1
4278,0.583333333,9,0.065789474,0.006578947,5065.2,1,1,1.78,1,0,18,4.5,1
4279,0.6,17.14285714,0.031761309,0.025986526,9241.425325,0,1,2,1,0,53,3,1
4280,0.46875,9.642857143,0.041556519,0.015649783,12351.68185,0,1,1.78,1,1,741,3,1
4281,0.4,9.142857143,0.04180602,0.015050167,5043.2,1,1,1,1,1,125,3,1
4282,0.28125,7.333333333,0.069306931,0.023762376,6824.775966,0,1,1,1,0,35,4.5,0
4283,1,0,0.040385775,0.00994575,12351.68185,0,0,1.78,0,0,274,4,1
4284,0.5,24,0.057988166,0.01183432,12702.6,1,1,1.78,0,0,30,4.5,1
4285,0.333333333,15.21428571,0.017946877,0.027279253,12505.71019,0,1,1.78,0,0,43,2.5,1
4286,0.181818182,6.666666667,0.044161474,0.019506909,9099.6,1,1,1.78,1,0,56,4.5,1
4287,0.6,15,0.023425414,0.024972376,5110.7,1,1,2,0,0,232,3.5,1
4288,0.393939394,7.714285714,0.047367095,0.012345679,5110.7,1,1,1,1,1,296,4.5,1
4289,0.393939394,11.14285714,0.052867384,0.016726404,8937.6,1,1,2,1,1,355,4,1
4290,0.333333333,3.333333333,0.042729381,0.024842663,5110.7,1,1,1,0,0,193,3.5,1
4291,0.34375,5.666666667,0.057445868,0.018117543,12351.68185,0,1,1.78,1,0,575,4,1
4292,0.3,9.214285714,0.035152636,0.022201665,9515.874559,0,1,1,1,1,336,3.5,1
4293,0.387096774,12,0.044636909,0.017988008,5337.742327,0,1,1,1,1,193,3.5,1
4294,0.444444444,17.14285714,0.055397727,0.009943182,10565.5,1,1,1.78,0,0,37,3.5,1
4295,0.428571429,15,0.050847458,0.013418079,11111.30535,0,1,2,0,1,137,4,1
4296,0.357142857,4.833333333,0.066700227,0.010319658,8544.1,1,1,1.78,1,0,93,4.5,0
4297,0,9.75,0.026231263,0.023019272,6824.775966,0,1,1.78,0,0,35,4,1
4298,0.235294118,5,0.065173116,0.016700611,4358.2,1,1,2,1,0,153,4,0
4299,0.441176471,10.71428571,0.056386651,0.016110472,11193.1,1,1,2,1,0,86,4,1
4300,0.367346939,8.166666667,0.054191671,0.016912166,5110.7,1,1,2,1,0,173,4.5,1
4301,0.24,12.71428571,0.038645038,0.021469466,12199.71379,0,1,1.78,1,1,87,3.5,1
4302,0.392857143,11,0.060476318,0.00990099,6520.8,1,1,2,1,0,199,4,0
4303,0.366666667,10.28571429,0.031176471,0.02,9840.8,1,0,1,1,0,158,3,0
4304,0.608695652,12,0.054104478,0.027985075,10565.5,1,1,1,1,0,55,3,1
4305,0.361702128,11,0.045258621,0.032327586,4885.4,1,1,2,1,0,96,2.5,1
4306,1,24,0.02991453,0.043589744,10565.5,1,1,1.78,0,0,26,2,1
4307,0.391304348,9,0.053753952,0.015736451,4175.3,1,1,1.78,1,0,1652,4,1
4308,0.393939394,6,0.072970195,0.015416238,12351.68185,0,1,1,1,0,119,4.5,1
4309,0.444444444,8,0.03785489,0.012618297,10515.1,1,1,2,0,0,19,3.5,1
4310,0.5,11,0.081683168,0.007425743,4648.728201,0,1,1,0,0,73,4,1
4311,0.363636364,9.428571429,0.038557214,0.017412935,9026.812652,0,1,2,0,0,81,4,1
4312,0.32,8.666666667,0.048181389,0.017477563,10705.04829,0,1,1.78,1,0,120,3.5,1
4313,0.326530612,7.2,0.042841037,0.019729425,10515.1,1,1,1,1,0,183,3.5,1
4314,0.636363636,8.285714286,0.048367594,0.009673519,9487.9,1,1,1,1,0,49,4.5,0
4315,0.5,9.666666667,0.054170514,0.012465374,4019.4,1,1,1,1,0,51,4,0
4316,0.387096774,9.583333333,0.046403712,0.013921114,8544.1,1,1,1,1,1,182,3.5,1
4317,0.473684211,10.66666667,0.040364583,0.029947917,8638.947987,0,1,2,0,0,78,4,1
4318,1,12.8,0.056112853,0.010658307,10415.9,1,1,1.78,0,0,311,5,1
4319,0.228571429,12.85714286,0.059701493,0.003731343,9895.792573,0,1,1,1,0,36,4,1
4320,0.454545455,8.333333333,0.083969466,0.013358779,12033.07723,0,1,2,0,0,13,4,1
4321,0.387096774,10,0.024934383,0.018372703,6135.892307,0,1,1,1,1,58,3.5,1
4322,0.470588235,12.14285714,0.051428571,0.022857143,4358.2,1,1,1.78,0,0,27,4.5,0
4323,0,0,0.012480499,0.03276131,10515.1,1,0,1.78,0,0,9,1.5,0
4324,0.346938776,9.571428571,0.051633539,0.015078821,12351.68185,0,1,2,1,0,354,4,1
4325,0.451612903,10.85714286,0.053531599,0.011152416,13091.62553,0,1,1,1,1,78,4,1
4326,0.636363636,9,0.045194144,0.007638447,4019.4,1,1,1.78,0,0,30,4,1
4327,0.375,11.42857143,0.034246575,0.015068493,5143.240095,0,1,2,1,1,45,3.5,1
4328,0.25,8.5,0.027613412,0.032215648,9840.8,1,0,2,0,0,46,3,1
4329,0.333333333,7,0.076655052,0.005226481,10515.1,1,1,1.78,0,0,34,4.5,1
4330,0.386363636,7,0.056210965,0.009368494,10328.2,1,1,2,1,1,317,3.5,1
4331,0.375,0,0.035897436,0.022222222,8935.614045,0,0,2,1,0,52,2.5,1
4332,0.333333333,10.64285714,0.041619798,0.016872891,8937.6,1,1,2,0,1,165,3,0
4333,0.38,5,0.048387097,0.020373514,6644.8,1,1,2,1,0,196,4,1
4334,0.333333333,11.2,0.050847458,0.018361582,4855.3,1,1,1.78,0,0,52,5,1
4335,1,9,0.022909507,0.020045819,5268.4,1,1,1.78,0,0,52,3,1
4336,0.46875,12.71428571,0.051749814,0.017498138,11076.20134,0,1,2,1,1,269,4,1
4337,0.413793103,18,0.048154093,0.011235955,9840.8,1,0,1,1,1,114,3.5,1
4338,1,12.33333333,0.053621825,0.01364064,9840.8,1,1,1.78,0,0,82,5,1
4339,0.555555556,16,0.026984127,0.02010582,5971.1,1,1,2,1,1,111,2.5,1
4340,0.416666667,18.28571429,0.038678835,0.016514559,5268.4,1,1,1,1,1,144,3,1
4341,1,7.666666667,0.026501767,0.023557126,10200.58902,0,1,1.78,0,0,50,2.5,1
4342,0.266666667,5.714285714,0.047393365,0.011848341,9348.770421,0,1,1,1,0,157,4,1
4343,1,10,0.054538931,0.00574094,4175.3,1,1,1.78,0,0,95,5,1
4344,0.37037037,10.28571429,0.044070513,0.016025641,7636.1,1,1,2,1,1,187,3.5,1
4345,0.363636364,9.714285714,0.053941749,0.01755736,5110.7,1,1,2,0,0,7428,4.5,1
4346,0.347826087,11,0.049140049,0.024570025,13112.5,1,1,1,1,1,47,4.5,1
4347,0.222222222,10.42857143,0.063492063,0.00962001,6824.775966,0,1,2,0,0,34,5,1
4348,0.388888889,10.14285714,0.079365079,0.014550265,5065.2,1,1,1.78,1,1,30,3.5,1
4349,1,12,0.064906491,0.01870187,4451.261727,0,1,1.78,0,0,12,4.5,1
4350,0.3,10.14285714,0.051861702,0.013297872,7199.595522,0,1,1.78,0,0,72,3.5,1
4351,1,12.8,0.053211009,0.012844037,6634,1,1,1.78,0,0,134,4.5,1
4352,0.357142857,5,0.05837075,0.01722716,6824.775966,0,1,1.78,1,0,1326,4,1
4353,0.40625,10.85714286,0.049235993,0.01188455,0,0,0,2,1,1,283,3.5,0
4354,0.424242424,9.333333333,0.055039314,0.010007148,5143.240095,0,1,2,1,1,234,3.5,1
4355,0.4,11.57142857,0.075700227,0.014383043,6135.892307,0,1,2,0,0,76,5,1
4356,0.366666667,11,0.045845272,0.020773639,12199.71379,0,1,1,1,1,202,3.5,1
4357,0.363636364,13,0.049894589,0.023190443,7199.595522,0,0,2,1,0,140,2.5,1
4358,0.419354839,13,0.024471635,0.017797553,10200.58902,0,1,2,1,1,99,2,1
4359,0.366666667,10,0.048796357,0.018217306,12351.68185,0,1,2,1,1,105,4,1
4360,0.538461538,8.8,0.055105348,0.008103728,10415.9,1,1,1.78,0,0,50,4.5,1
4361,1,9.428571429,0.024734982,0.033568905,12351.68185,0,1,1.78,0,0,71,3,1
4362,0.451612903,13.35714286,0.054107231,0.018199705,12405.70435,0,1,2,1,0,180,3.5,1
4363,0.45,9,0.04335324,0.02101305,6824.775966,0,1,2,1,1,151,3.5,1
4364,0.46875,9,0.059300341,0.01109215,10415.9,1,0,2,1,1,177,4,1
4365,0.407407407,9,0.054316596,0.01436585,6529.1,1,1,2,1,1,504,4,0
4366,0,10,0.025157233,0.025943396,5110.7,1,1,1.78,0,0,19,2.5,1
4367,0.384615385,0,0.021410579,0.039042821,7417.783378,0,1,1,1,0,25,1.5,1
4368,0.375,8.428571429,0.039753256,0.019191227,4019.4,1,1,2,0,0,92,4,1
4369,0.6,8.428571429,0.063862333,0.009942639,4855.3,1,1,2,0,0,71,4.5,1
4370,0,24,0.022792023,0.036087369,4648.728201,0,1,1.78,0,0,14,2,1
4371,0.371428571,12.28571429,0.04204315,0.02489397,12351.68185,0,1,2,1,0,408,3.5,1
4372,0.666666667,10.14285714,0.023218575,0.022417934,11608.05047,0,1,1.78,0,0,60,4,1
4373,1,9,0.048353481,0.018757816,5110.7,1,1,1.78,0,0,54,5,1
4374,0.38,11,0.046655424,0.01742552,6824.775966,0,1,2,1,1,105,3.5,1
4375,0.4375,8.714285714,0.070362473,0.005863539,8937.6,1,1,1.78,0,0,35,5,1
4376,0.448275862,9.5,0.041984733,0.019083969,12405.70435,0,1,2,1,1,74,3.5,1
4377,0.333333333,24,0.037702607,0.023608175,10565.5,1,1,1.78,0,0,25,4,1
4378,1,0,0.026096931,0.022942357,6135.892307,0,1,2,0,0,215,2.5,0
4379,0.40625,12.28571429,0.06010116,0.013091342,6644.8,1,1,1,1,0,176,4.5,1
4380,0.346153846,10.71428571,0.053752361,0.01236476,6634,1,1,1.78,1,1,83,4.5,1
4381,0.311111111,11.64285714,0.047516199,0.03599712,9026.812652,0,1,2,1,1,178,2.5,1
4382,1,10,0.048321366,0.015524937,0,0,1,1.78,0,0,285,4.5,1
4383,0,8.833333333,0.06185567,0.010309278,9840.8,1,1,1.78,0,0,76,4.5,1
4384,0.4,10.14285714,0.058064516,0.021505376,8935.614045,0,1,1,0,1,52,4,1
4385,0.322580645,2.285714286,0.048667439,0.003476246,12351.68185,0,1,1,0,0,191,4.5,1
4386,0.392857143,7.142857143,0.054639175,0.025773196,9539.664342,0,1,2,1,0,114,3.5,1
4387,0,11,0.05112316,0.029434547,5143.240095,0,1,1.78,0,0,21,5,1
4388,0.451612903,13,0.068524971,0.013356562,9099.6,1,1,2,1,0,140,4,1
4389,0.428571429,6.5,0.042157471,0.026038438,5043.2,1,1,2,1,1,114,2.5,1
4390,0.416666667,10,0.072497123,0.010356732,10515.1,1,1,2,0,0,46,5,1
4391,0.6,14.85714286,0.035864979,0.017932489,7577.563242,0,1,1.78,0,0,92,3,1
4392,0.411764706,11,0.036829464,0.020016013,12351.68185,0,1,1.78,1,1,12,4.5,1
4393,0.421052632,9,0.05922843,0.010084841,6529.1,1,1,1,1,1,126,4.5,1
4394,0.28125,10.28571429,0.025848142,0.02907916,7385.26295,0,1,2,1,1,55,3.5,1
4395,0,13.08333333,0.009503696,0.03907075,11111.30535,0,0,1.78,0,0,17,1,1
4396,0.285714286,10.71428571,0.034906588,0.018190757,4885.4,1,0,1.78,0,0,39,2.5,1
4397,0.25,9.714285714,0.016407599,0.020725389,12351.68185,0,0,2,0,0,69,3,1
4398,0.5,11.14285714,0.03364486,0.024299065,6135.892307,0,1,2,0,0,50,2.5,1
4399,0.692307692,4.833333333,0.0591692,0.007700101,8678.216679,0,1,1.78,1,1,77,4.5,1
4400,0.333333333,7.5,0.055674518,0.009992862,10328.2,1,1,1,1,1,50,4.5,1
4401,0.5,8.5,0.047682119,0.017218543,4855.3,1,1,1.78,0,0,37,2.5,1
4402,0.333333333,12.8,0.102880658,0.002057613,7435.4,1,1,1.78,0,0,11,5,1
4403,0.419354839,10.8,0.056896552,0.012068966,4082.7,1,1,1.78,1,0,24,4.5,1
4404,0.366666667,14.21428571,0.036649215,0.028795812,8663.8,1,1,1,1,0,70,3.5,1
4405,0.428571429,11.14285714,0.07358156,0.009751773,12351.68185,0,1,2,0,0,92,4,1
4406,0.5,10,0.0546875,0.013671875,12033.07723,0,1,1.78,0,0,19,4.5,1
4407,0.285714286,9,0.05,0.020945946,4732.8,1,1,1.78,0,0,85,4.5,1
4408,0.545454545,6,0.059042884,0.006836544,4732.8,1,1,1,0,0,172,4,1
4409,0.344827586,13,0.035515116,0.024068095,6824.775966,0,1,2,0,0,275,3.5,1
4410,0.5,17.78571429,0.039007092,0.029550827,9348.770421,0,1,2,1,0,54,3.5,1
4411,1,10.16666667,0.039730401,0.015963107,5812.260552,0,1,1.78,0,0,187,4.5,1
4412,0.297297297,12.28571429,0.040173724,0.023887079,13309.56295,0,1,2,0,0,80,2,1
4413,0.6,17.14285714,0.03080308,0.030436377,10515.1,1,1,1.78,0,0,232,3,1
4414,0.384615385,10.5,0.06991025,0.014643363,5975.3,1,1,1,1,0,166,4.5,1
4415,0.666666667,13.71428571,0.057392389,0.008109794,5143.240095,0,1,1.78,0,0,201,5,1
4416,1,12,0.044025157,0.017610063,6529.1,1,1,1.78,0,0,47,5,1
4417,0.375,10.92857143,0.036224976,0.030981888,6135.892307,0,1,2,1,1,111,3,1
4418,0.290322581,9.428571429,0.039203288,0.015175466,10200.58902,0,1,1,1,0,466,4,1
4419,0.666666667,12.8,0.048836148,0.01232314,4872.6,1,1,1.78,0,0,106,4.5,1
4420,0.333333333,11.71428571,0.049217002,0.006711409,9930.8,1,1,2,0,0,23,4.5,1
4421,0.290322581,13.28571429,0.036900369,0.02398524,10495.02262,0,1,1.78,1,1,17,1.5,1
4422,1,9.5,0.048165138,0.01529052,11076.20134,0,1,1.78,0,0,65,4.5,1
4423,0,8,0.044483986,0.016014235,13091.62553,0,0,1.78,0,0,102,4.5,1
4424,0,4,0.055263158,0.013157895,4876,1,0,1.78,1,0,14,4.5,1
4425,0.555555556,15,0.04494382,0.025280899,5337.742327,0,1,2,1,0,23,3,0
4426,0.482758621,5.5,0.0410831,0.030812325,5110.7,1,1,2,1,1,153,3,1
4427,0,0,0.024819028,0.036194416,6610.5,1,0,1.78,0,0,20,3.5,1
4428,1,12.16666667,0.036714976,0.014492754,8937.6,1,1,1.78,0,0,64,4,1
4429,0.428571429,9.166666667,0.026683609,0.027954257,8678.216679,0,1,2,0,0,78,3,1
4430,0.26,5.5,0.076523995,0.02464332,5110.7,1,1,1.78,0,0,33,4.5,1
4431,0.4,14.5,0.026370576,0.024288688,11193.1,1,1,1,0,0,63,2,1
4432,0.339622642,8.583333333,0.043478261,0.024758454,12351.68185,0,1,2,1,0,115,3.5,1
4433,1,7,0.066587396,0.005945303,15107.12856,0,1,1.78,0,0,8,4,1
4434,0.3125,15.85714286,0.036312849,0.019553073,9930.8,1,1,1,1,1,19,2,1
4435,0.428571429,11.2,0.043848965,0.02679659,5971.1,1,1,2,0,0,45,5,1
4436,0.444444444,8.5,0.077939234,0.018494055,6135.892307,0,1,1.78,0,0,26,5,1
4437,0.413793103,9.714285714,0.048009368,0.026932084,8937.6,1,1,1,1,0,101,3.5,1
4438,0,0,0.051587302,0.020337302,12351.68185,0,1,1.78,0,0,35,5,1
4439,0.416666667,10.57142857,0.050292018,0.01330305,10515.1,1,1,1,1,1,278,4,1
4440,0.6,10.71428571,0.040429887,0.015864893,12351.68185,0,1,1.78,0,0,72,4.5,1
4441,0.4,9.666666667,0.045840407,0.013582343,15078.32843,0,1,2,1,0,163,4.5,1
4442,0.27027027,13,0.051987768,0.006116208,6824.775966,0,1,2,0,0,187,3.5,0
4443,0.387096774,5.5,0.064261556,0.005636979,5110.7,1,0,1,1,1,335,3.5,1
4444,1,7.9,0.054907344,0.032258065,9026.812652,0,1,1.78,1,1,20,3,0
4445,1,24,0.020446097,0.029275093,7636.1,1,1,2,0,0,58,2,1
4446,0.5,10.28571429,0.035880875,0.020452099,4648.728201,0,1,2,0,0,202,2.5,1
4447,0.326086957,15.5,0.035561878,0.009957326,5110.7,1,1,1,1,0,157,3,1
4448,0.166666667,7.142857143,0.027758971,0.031821259,4175.3,1,1,1.78,0,0,26,3,1
4449,0.342857143,9,0.053364269,0.016241299,6824.775966,0,1,2,0,1,107,3.5,1
4450,0.5,7.416666667,0.048840049,0.006105006,10200.58902,0,1,1.78,0,0,10,4.5,1
4451,0,8.4,0.052688953,0.011991279,12351.68185,0,1,1.78,0,0,103,4.5,1
4452,0.275,4.5,0.060882246,0.014218009,5110.7,1,1,2,1,0,67,4,1
4453,0,12.57142857,0.060522696,0.008253095,12351.68185,0,0,1.78,0,0,15,4.5,1
4454,0.470588235,7.2,0.04489623,0.017789072,5110.7,1,1,2,1,1,264,4,0
4455,1,10.66666667,0.028739867,0.02358143,4872.6,1,1,1.78,0,0,39,3.5,1
4456,0.35483871,10.21428571,0.032366824,0.018206339,13091.62553,0,1,1,1,0,204,3.5,1
4457,0.125,9,0.063898625,0.01455918,4019.4,1,0,2,1,0,72,4.5,0
4458,0.5,11.16666667,0.058249466,0.015248551,4105.8,1,1,1.78,0,0,118,5,1
4459,0.3,9.857142857,0.037243948,0.014897579,9108.4,1,1,1,1,1,27,4,1
4460,0.348837209,13.14285714,0.045506257,0.019340159,9930.8,1,1,1,1,1,103,3.5,1
4461,0.538461538,6,0.053024027,0.016570008,4019.4,1,1,1,1,0,154,4,1
4462,0.5,7.75,0.06259542,0.01221374,12351.68185,0,1,1.78,0,0,5,5,1
4463,0.5,11.21428571,0.040268456,0.007829978,4885.4,1,1,2,0,0,40,4.5,1
4464,0.470588235,11.5,0.074985003,0.017396521,4855.3,1,1,1,1,1,174,4.5,1
4465,0.363636364,8.428571429,0.064327485,0.011695906,6824.775966,0,1,1.78,1,0,398,3.5,0
4466,0,10.78571429,0.047722343,0.00867679,12351.68185,0,0,1.78,0,0,12,3.5,1
4467,0,24,0.046624913,0.020180932,4648.728201,0,1,1.78,0,0,44,3.5,1
4468,0.36,16.71428571,0.017892644,0.017892644,6529.1,1,1,1,1,1,30,2,1
4469,0.428571429,6.714285714,0.04245283,0.011792453,10328.2,1,1,1,0,0,39,4,0
4470,0.363636364,11.57142857,0.041039672,0.024623803,8544.1,1,1,1,1,0,112,3.5,1
4471,0.75,7,0.043184885,0.014844804,12351.68185,0,1,1.78,0,0,226,4.5,1
4472,0.333333333,9,0.046533713,0.028490028,5268.4,1,1,1,1,1,35,3.5,1
4473,0,9.857142857,0.031920748,0.019262521,8937.6,1,1,1.78,0,0,71,3,1
4474,0.625,15.85714286,0.020295203,0.025830258,12351.68185,0,1,2,1,0,59,2.5,1
4475,0.333333333,9.666666667,0.037609134,0.024848892,9026.812652,0,1,1.78,0,0,9,4,1
4476,0.229166667,10.21428571,0.072390572,0.018518519,11418.51879,0,1,2,0,0,44,3.5,1
4477,0.470588235,8.8,0.063405797,0.014492754,10515.1,1,1,2,0,0,12,4.5,1
4478,0.428571429,7,0.023469388,0.023469388,4105.8,1,1,2,0,0,30,2.5,1
4479,0.192307692,10,0.040039063,0.01171875,9099.6,1,1,1.78,1,1,52,3.5,1
4480,0.666666667,10.85714286,0.031483016,0.01905551,7199.595522,0,1,1.78,0,0,33,4,1
4481,0.340425532,13.71428571,0.076023392,0.007797271,10200.58902,0,0,1,1,1,73,4,1
4482,0.235294118,10.33333333,0.059770115,0.010344828,4175.3,1,1,2,1,0,148,4.5,1
4483,0.365384615,11.42857143,0.0543907,0.022005398,0,0,1,2,1,1,247,4,1
4484,0,9.857142857,0.032336791,0.021964613,6610.5,1,1,1.78,0,0,48,3,1
4485,0,9,0.0632506,0.01601281,12351.68185,0,1,1.78,0,0,24,4.5,1
4486,0.1875,17.42857143,0.063333333,0.008888889,25973.54281,0,1,1.78,1,1,25,4.5,0
4487,0.5,10.33333333,0.028985507,0.014492754,4885.4,1,1,1.78,0,0,24,4.5,1
4488,0.454545455,12,0.053152572,0.012265978,12351.68185,0,1,2,1,0,296,4.5,1
4489,0.333333333,5.5,0.047989897,0.017610328,12351.68185,0,1,1.78,1,0,633,3.5,0
4490,0.545454545,11.85714286,0.055555556,0.011111111,6634,1,1,2,0,0,48,3.5,0
4491,0.4,13.71428571,0.065558633,0.01754386,6520.8,1,1,1.78,0,0,21,4.5,1
4492,0.40625,13.14285714,0.060633484,0.015384615,4855.3,1,1,1,1,1,88,3.5,1
4493,0.294117647,4,0.065875515,0.011625091,9487.9,1,1,1.78,0,0,147,5,1
4494,0.25,3,0.054274937,0.01131601,5110.7,1,1,1.78,0,0,171,4.5,1
4495,0.32,20.28571429,0.033482143,0.027901786,6644.8,1,1,1,1,0,49,2.5,1
4496,0,0,0.037946429,0.016183036,6824.775966,0,0,1.78,0,0,158,4,1
4497,0.230769231,10,0.053606238,0.009259259,8663.8,1,1,1.78,1,0,56,4.5,1
4498,1,9,0.037861915,0.023756496,4082.7,1,1,1.78,0,0,67,4,1
4499,0,7.8,0.045769764,0.020110957,4648.728201,0,1,1.78,0,0,83,4,1
4500,0,24,0.054331865,0.027900147,11586.21252,0,1,1.78,0,0,9,4.5,1
4501,0.322580645,8.571428571,0.05334728,0.011506276,8937.6,1,1,1,1,1,171,4.5,1
4502,0.319148936,10.28571429,0.042897328,0.016877637,25973.54281,0,1,2,1,1,102,3,1
4503,0.319148936,10.85714286,0.048736462,0.015794224,12351.68185,0,1,2,1,0,357,3,1
4504,0.444444444,11.85714286,0.051750381,0.00761035,5110.7,1,1,1,0,0,58,4.5,1
4505,0.333333333,11,0.039902676,0.018491484,12351.68185,0,1,2,1,0,708,3.5,1
4506,0,12,0.018372703,0.023622047,9026.812652,0,1,1.78,0,0,15,2.5,1
4507,0.636363636,11,0.071556351,0.019677996,8968.74973,0,1,2,1,1,66,3.5,1
4508,0.444444444,14.85714286,0.046583851,0,12351.68185,0,1,1.78,0,0,79,2.5,1
4509,0,8.833333333,0.038655462,0.013445378,11608.05047,0,0,1.78,0,0,20,4,1
4510,0.42,13.07142857,0.03529827,0.025414755,19684.08614,0,1,2,1,1,146,3.5,1
4511,0.5,7.857142857,0.0496963,0.013804528,5065.2,1,1,1.78,0,0,35,4.5,1
4512,0.4375,10,0.057104011,0.010197145,6824.775966,0,1,1.78,0,1,14,4.5,0
4513,0.454545455,6.8,0.090163934,0.00273224,4872.6,1,1,2,0,0,59,4.5,1
